DATA,CNPJ,MARCA,MODELO,CATEGORIA,VENDAS_UNIDADES,PRECO_MEDIO,ESTOQUE_DISPONIVEL,EM_PROMOCAO
8/27/2025,12.215.190/0001-48,Samsung,Galaxy Tab S9,Tablet,20,1722,33,NAO
8/27/2025,12.215.190/0001-48,Apple,iPad Pro M3,Tablet,11,5139,146,NAO
8/27/2025,12.215.190/0001-48,Samsung,Galaxy Watch 7,Smartwatch,3,3834,112,NAO
8/27/2025,12.215.190/0001-48,Apple,Apple Watch X,Smartwatch,6,5468,69,NAO
8/27/2025,12.215.190/0001-48,JBL,Tune 720BT,Fone de Ouvido,18,6205,69,SIM
8/27/2025,12.215.190/0001-48,Sony,WH-1000XM6,Fone de Ouvido,16,7848,68,NAO
8/27/2025,63.902.544/0001-52,Samsung,Galaxy S25,Smartphone,7,2626,93,NAO
8/27/2025,63.902.544/0001-52,Apple,iPhone 16 Pro,Smartphone,16,6451,25,NAO
8/27/2025,63.902.544/0001-52,OPPO,Find X7,Smartphone,5,4605,80,SIM
8/27/2025,63.902.544/0001-52,Xiaomi,14 Ultra,Smartphone,18,7464,73,SIM
8/27/2025,63.902.544/0001-52,Motorola,Edge 50,Smartphone,9,3369,23,NAO
8/27/2025,63.902.544/0001-52,Google,Pixel 9 Pro,Smartphone,5,7003,93,NAO
8/27/2025,63.902.544/0001-52,OnePlus,13 Pro,Smartphone,19,4119,85,NAO
8/27/2025,63.902.544/0001-52,Samsung,Galaxy Tab S9,Tablet,11,1746,106,NAO
8/27/2025,63.902.544/0001-52,Apple,iPad Pro M3,Tablet,11,3790,62,NAO
8/27/2025,63.902.544/0001-52,Samsung,Galaxy Watch 7,Smartwatch,19,4193,125,NAO
8/27/2025,63.902.544/0001-52,Apple,Apple Watch X,Smartwatch,7,7652,105,SIM
8/27/2025,63.902.544/0001-52,JBL,Tune 720BT,Fone de Ouvido,1,5227,80,NAO
8/27/2025,63.902.544/0001-52,Sony,WH-1000XM6,Fone de Ouvido,9,4715,48,NAO
8/27/2025,22.959.301/0001-19,Samsung,Galaxy S25,Smartphone,8,2372,79,NAO
8/27/2025,22.959.301/0001-19,Apple,iPhone 16 Pro,Smartphone,14,2906,108,NAO
8/27/2025,22.959.301/0001-19,OPPO,Find X7,Smartphone,5,4365,27,SIM
8/27/2025,22.959.301/0001-19,Xiaomi,14 Ultra,Smartphone,14,8406,94,SIM
8/27/2025,22.959.301/0001-19,Motorola,Edge 50,Smartphone,1,4533,105,NAO
8/27/2025,22.959.301/0001-19,Google,Pixel 9 Pro,Smartphone,3,3988,88,NAO
8/27/2025,22.959.301/0001-19,OnePlus,13 Pro,Smartphone,18,7461,70,NAO
8/27/2025,22.959.301/0001-19,Samsung,Galaxy Tab S9,Tablet,6,4460,36,NAO
8/27/2025,22.959.301/0001-19,Apple,iPad Pro M3,Tablet,8,7334,87,NAO
8/27/2025,22.959.301/0001-19,Samsung,Galaxy Watch 7,Smartwatch,15,6376,104,SIM
8/27/2025,22.959.301/0001-19,Apple,Apple Watch X,Smartwatch,10,7362,133,NAO
8/27/2025,22.959.301/0001-19,JBL,Tune 720BT,Fone de Ouvido,1,8993,127,SIM
8/27/2025,22.959.301/0001-19,Sony,WH-1000XM6,Fone de Ouvido,20,8177,141,NAO
8/27/2025,46.260.899/0001-82,Samsung,Galaxy S25,Smartphone,7,2148,69,NAO
8/27/2025,46.260.899/0001-82,Apple,iPhone 16 Pro,Smartphone,2,4588,87,SIM
8/27/2025,46.260.899/0001-82,OPPO,Find X7,Smartphone,8,5700,93,NAO
8/27/2025,46.260.899/0001-82,Xiaomi,14 Ultra,Smartphone,16,2924,117,SIM
8/27/2025,46.260.899/0001-82,Motorola,Edge 50,Smartphone,15,3133,91,NAO
8/27/2025,46.260.899/0001-82,Google,Pixel 9 Pro,Smartphone,5,4770,65,NAO
8/27/2025,46.260.899/0001-82,OnePlus,13 Pro,Smartphone,14,4385,31,NAO
8/27/2025,46.260.899/0001-82,Samsung,Galaxy Tab S9,Tablet,12,3429,127,SIM
8/27/2025,46.260.899/0001-82,Apple,iPad Pro M3,Tablet,17,4416,103,NAO
8/27/2025,46.260.899/0001-82,Samsung,Galaxy Watch 7,Smartwatch,9,8531,46,NAO
8/27/2025,46.260.899/0001-82,Apple,Apple Watch X,Smartwatch,15,4787,81,NAO
8/27/2025,46.260.899/0001-82,JBL,Tune 720BT,Fone de Ouvido,17,7014,97,NAO
8/27/2025,46.260.899/0001-82,Sony,WH-1000XM6,Fone de Ouvido,15,7258,97,NAO
8/27/2025,75.381.304/0001-27,Samsung,Galaxy S25,Smartphone,5,2957,51,NAO
8/27/2025,75.381.304/0001-27,Apple,iPhone 16 Pro,Smartphone,1,6382,64,NAO
8/27/2025,75.381.304/0001-27,OPPO,Find X7,Smartphone,8,2096,80,SIM
8/27/2025,75.381.304/0001-27,Xiaomi,14 Ultra,Smartphone,15,4778,64,NAO
8/27/2025,75.381.304/0001-27,Motorola,Edge 50,Smartphone,16,6867,146,NAO
8/27/2025,75.381.304/0001-27,Google,Pixel 9 Pro,Smartphone,10,2565,141,NAO
8/27/2025,75.381.304/0001-27,OnePlus,13 Pro,Smartphone,1,5384,116,NAO
8/27/2025,75.381.304/0001-27,Samsung,Galaxy Tab S9,Tablet,16,2631,120,NAO
8/27/2025,75.381.304/0001-27,Apple,iPad Pro M3,Tablet,19,6783,143,NAO
8/27/2025,75.381.304/0001-27,Samsung,Galaxy Watch 7,Smartwatch,16,4187,139,NAO
8/27/2025,75.381.304/0001-27,Apple,Apple Watch X,Smartwatch,1,8977,112,NAO
8/27/2025,75.381.304/0001-27,JBL,Tune 720BT,Fone de Ouvido,2,2514,35,NAO
8/27/2025,75.381.304/0001-27,Sony,WH-1000XM6,Fone de Ouvido,2,2717,57,SIM
8/27/2025,90.396.352/0001-40,Samsung,Galaxy S25,Smartphone,17,5999,115,SIM
8/27/2025,90.396.352/0001-40,Apple,iPhone 16 Pro,Smartphone,8,7933,52,SIM
8/27/2025,90.396.352/0001-40,OPPO,Find X7,Smartphone,9,1676,132,NAO
8/27/2025,90.396.352/0001-40,Xiaomi,14 Ultra,Smartphone,14,1759,121,NAO
8/27/2025,90.396.352/0001-40,Motorola,Edge 50,Smartphone,11,8390,89,NAO
8/27/2025,90.396.352/0001-40,Google,Pixel 9 Pro,Smartphone,3,3297,94,SIM
8/27/2025,90.396.352/0001-40,OnePlus,13 Pro,Smartphone,17,5684,37,NAO
8/27/2025,90.396.352/0001-40,Samsung,Galaxy Tab S9,Tablet,7,4168,83,NAO
8/27/2025,90.396.352/0001-40,Apple,iPad Pro M3,Tablet,17,2389,69,SIM
8/27/2025,90.396.352/0001-40,Samsung,Galaxy Watch 7,Smartwatch,13,3533,124,NAO
8/27/2025,90.396.352/0001-40,Apple,Apple Watch X,Smartwatch,14,7506,47,NAO
8/27/2025,90.396.352/0001-40,JBL,Tune 720BT,Fone de Ouvido,10,8322,139,NAO
8/27/2025,90.396.352/0001-40,Sony,WH-1000XM6,Fone de Ouvido,2,4675,30,NAO
8/27/2025,97.252.727/0001-14,Samsung,Galaxy S25,Smartphone,13,4564,80,NAO
8/27/2025,97.252.727/0001-14,Apple,iPhone 16 Pro,Smartphone,14,7640,134,SIM
8/27/2025,97.252.727/0001-14,OPPO,Find X7,Smartphone,18,5318,28,NAO
8/27/2025,97.252.727/0001-14,Xiaomi,14 Ultra,Smartphone,1,1949,17,NAO
8/27/2025,97.252.727/0001-14,Motorola,Edge 50,Smartphone,7,5926,77,NAO
8/27/2025,97.252.727/0001-14,Google,Pixel 9 Pro,Smartphone,13,6012,142,NAO
8/27/2025,97.252.727/0001-14,OnePlus,13 Pro,Smartphone,17,8751,99,NAO
8/27/2025,97.252.727/0001-14,Samsung,Galaxy Tab S9,Tablet,18,6548,75,NAO
8/27/2025,97.252.727/0001-14,Apple,iPad Pro M3,Tablet,15,2592,74,NAO
8/27/2025,97.252.727/0001-14,Samsung,Galaxy Watch 7,Smartwatch,4,7924,26,NAO
8/27/2025,97.252.727/0001-14,Apple,Apple Watch X,Smartwatch,8,6613,128,NAO
8/27/2025,97.252.727/0001-14,JBL,Tune 720BT,Fone de Ouvido,6,2400,57,NAO
8/27/2025,97.252.727/0001-14,Sony,WH-1000XM6,Fone de Ouvido,1,6649,106,SIM
8/27/2025,72.489.915/0001-48,Samsung,Galaxy S25,Smartphone,19,4811,126,SIM
8/27/2025,72.489.915/0001-48,Apple,iPhone 16 Pro,Smartphone,6,5593,119,NAO
8/27/2025,72.489.915/0001-48,OPPO,Find X7,Smartphone,15,3426,99,NAO
8/27/2025,72.489.915/0001-48,Xiaomi,14 Ultra,Smartphone,2,3925,127,NAO
8/27/2025,72.489.915/0001-48,Motorola,Edge 50,Smartphone,13,6706,35,NAO
8/27/2025,72.489.915/0001-48,Google,Pixel 9 Pro,Smartphone,9,3295,56,SIM
8/27/2025,72.489.915/0001-48,OnePlus,13 Pro,Smartphone,7,5737,14,NAO
8/27/2025,72.489.915/0001-48,Samsung,Galaxy Tab S9,Tablet,7,8935,113,NAO
8/27/2025,72.489.915/0001-48,Apple,iPad Pro M3,Tablet,7,2305,107,NAO
8/27/2025,72.489.915/0001-48,Samsung,Galaxy Watch 7,Smartwatch,3,6634,94,SIM
8/27/2025,72.489.915/0001-48,Apple,Apple Watch X,Smartwatch,14,5821,73,NAO
8/27/2025,72.489.915/0001-48,JBL,Tune 720BT,Fone de Ouvido,8,6469,75,SIM
8/27/2025,72.489.915/0001-48,Sony,WH-1000XM6,Fone de Ouvido,9,2641,95,NAO
8/27/2025,34.888.307/0001-38,Samsung,Galaxy S25,Smartphone,14,3962,133,NAO
8/27/2025,34.888.307/0001-38,Apple,iPhone 16 Pro,Smartphone,1,2392,107,SIM
8/27/2025,34.888.307/0001-38,OPPO,Find X7,Smartphone,1,4056,12,NAO
8/27/2025,34.888.307/0001-38,Xiaomi,14 Ultra,Smartphone,5,3095,72,NAO
8/27/2025,34.888.307/0001-38,Motorola,Edge 50,Smartphone,11,6644,123,SIM
8/27/2025,34.888.307/0001-38,Google,Pixel 9 Pro,Smartphone,11,6788,49,NAO
8/27/2025,34.888.307/0001-38,OnePlus,13 Pro,Smartphone,15,7268,146,NAO
8/27/2025,34.888.307/0001-38,Samsung,Galaxy Tab S9,Tablet,20,8974,17,NAO
8/27/2025,34.888.307/0001-38,Apple,iPad Pro M3,Tablet,3,3385,112,SIM
8/27/2025,34.888.307/0001-38,Samsung,Galaxy Watch 7,Smartwatch,8,1594,21,NAO
8/27/2025,34.888.307/0001-38,Apple,Apple Watch X,Smartwatch,9,6291,132,NAO
8/27/2025,34.888.307/0001-38,JBL,Tune 720BT,Fone de Ouvido,4,7262,59,NAO
8/27/2025,34.888.307/0001-38,Sony,WH-1000XM6,Fone de Ouvido,18,5195,43,NAO
8/27/2025,76.901.174/0001-45,Samsung,Galaxy S25,Smartphone,5,3703,27,SIM
8/27/2025,76.901.174/0001-45,Apple,iPhone 16 Pro,Smartphone,2,3171,14,SIM
8/27/2025,76.901.174/0001-45,OPPO,Find X7,Smartphone,6,8393,79,NAO
8/27/2025,76.901.174/0001-45,Xiaomi,14 Ultra,Smartphone,5,8750,101,SIM
8/27/2025,76.901.174/0001-45,Motorola,Edge 50,Smartphone,3,8040,79,SIM
8/27/2025,76.901.174/0001-45,Google,Pixel 9 Pro,Smartphone,18,3124,120,NAO
8/27/2025,76.901.174/0001-45,OnePlus,13 Pro,Smartphone,3,5588,82,NAO
8/27/2025,76.901.174/0001-45,Samsung,Galaxy Tab S9,Tablet,8,1552,129,NAO
8/27/2025,76.901.174/0001-45,Apple,iPad Pro M3,Tablet,13,4143,70,NAO
8/27/2025,76.901.174/0001-45,Samsung,Galaxy Watch 7,Smartwatch,8,7667,64,NAO
8/27/2025,76.901.174/0001-45,Apple,Apple Watch X,Smartwatch,14,7038,62,NAO
8/27/2025,76.901.174/0001-45,JBL,Tune 720BT,Fone de Ouvido,19,4245,34,NAO
8/27/2025,76.901.174/0001-45,Sony,WH-1000XM6,Fone de Ouvido,6,7785,140,SIM
8/27/2025,88.214.124/0001-39,Samsung,Galaxy S25,Smartphone,1,8806,87,NAO
8/27/2025,88.214.124/0001-39,Apple,iPhone 16 Pro,Smartphone,12,5603,29,NAO
8/27/2025,88.214.124/0001-39,OPPO,Find X7,Smartphone,5,3067,80,NAO
8/27/2025,88.214.124/0001-39,Xiaomi,14 Ultra,Smartphone,19,1958,80,NAO
8/27/2025,88.214.124/0001-39,Motorola,Edge 50,Smartphone,6,4128,19,NAO
8/27/2025,88.214.124/0001-39,Google,Pixel 9 Pro,Smartphone,3,6845,93,NAO
8/27/2025,88.214.124/0001-39,OnePlus,13 Pro,Smartphone,2,4749,40,NAO
8/27/2025,88.214.124/0001-39,Samsung,Galaxy Tab S9,Tablet,1,4333,73,NAO
8/27/2025,88.214.124/0001-39,Apple,iPad Pro M3,Tablet,2,2881,43,NAO
8/27/2025,88.214.124/0001-39,Samsung,Galaxy Watch 7,Smartwatch,13,8510,15,NAO
8/27/2025,88.214.124/0001-39,Apple,Apple Watch X,Smartwatch,8,6839,106,NAO
8/27/2025,88.214.124/0001-39,JBL,Tune 720BT,Fone de Ouvido,4,8615,128,SIM
8/27/2025,88.214.124/0001-39,Sony,WH-1000XM6,Fone de Ouvido,18,2008,72,NAO
8/27/2025,57.170.645/0001-31,Samsung,Galaxy S25,Smartphone,8,4719,90,NAO
8/27/2025,57.170.645/0001-31,Apple,iPhone 16 Pro,Smartphone,8,4381,32,NAO
8/27/2025,57.170.645/0001-31,OPPO,Find X7,Smartphone,11,5170,32,NAO
8/27/2025,57.170.645/0001-31,Xiaomi,14 Ultra,Smartphone,9,5415,134,NAO
8/27/2025,57.170.645/0001-31,Motorola,Edge 50,Smartphone,13,6790,42,NAO
8/27/2025,57.170.645/0001-31,Google,Pixel 9 Pro,Smartphone,12,6753,92,NAO
8/27/2025,57.170.645/0001-31,OnePlus,13 Pro,Smartphone,4,1610,113,NAO
8/27/2025,57.170.645/0001-31,Samsung,Galaxy Tab S9,Tablet,2,5061,15,NAO
8/27/2025,57.170.645/0001-31,Apple,iPad Pro M3,Tablet,11,2695,134,NAO
8/27/2025,57.170.645/0001-31,Samsung,Galaxy Watch 7,Smartwatch,17,6810,57,NAO
8/27/2025,57.170.645/0001-31,Apple,Apple Watch X,Smartwatch,3,2261,81,NAO
8/27/2025,57.170.645/0001-31,JBL,Tune 720BT,Fone de Ouvido,14,4134,105,NAO
8/27/2025,57.170.645/0001-31,Sony,WH-1000XM6,Fone de Ouvido,2,4930,85,SIM
8/27/2025,14.503.463/0001-48,Samsung,Galaxy S25,Smartphone,19,8037,65,NAO
8/27/2025,14.503.463/0001-48,Apple,iPhone 16 Pro,Smartphone,14,1762,47,NAO
8/27/2025,14.503.463/0001-48,OPPO,Find X7,Smartphone,7,4284,57,NAO
8/27/2025,14.503.463/0001-48,Xiaomi,14 Ultra,Smartphone,1,5162,16,NAO
8/27/2025,14.503.463/0001-48,Motorola,Edge 50,Smartphone,1,6583,96,NAO
8/27/2025,14.503.463/0001-48,Google,Pixel 9 Pro,Smartphone,8,6512,16,NAO
8/27/2025,14.503.463/0001-48,OnePlus,13 Pro,Smartphone,15,7698,34,NAO
8/27/2025,14.503.463/0001-48,Samsung,Galaxy Tab S9,Tablet,11,7009,17,NAO
8/27/2025,14.503.463/0001-48,Apple,iPad Pro M3,Tablet,14,8010,43,SIM
8/27/2025,14.503.463/0001-48,Samsung,Galaxy Watch 7,Smartwatch,2,4751,74,NAO
8/27/2025,14.503.463/0001-48,Apple,Apple Watch X,Smartwatch,10,7286,73,NAO
8/27/2025,14.503.463/0001-48,JBL,Tune 720BT,Fone de Ouvido,9,6107,143,NAO
8/27/2025,14.503.463/0001-48,Sony,WH-1000XM6,Fone de Ouvido,9,7430,18,NAO
8/27/2025,36.216.259/0001-17,Samsung,Galaxy S25,Smartphone,14,8882,47,NAO
8/27/2025,36.216.259/0001-17,Apple,iPhone 16 Pro,Smartphone,6,5766,89,NAO
8/27/2025,36.216.259/0001-17,OPPO,Find X7,Smartphone,10,7122,74,NAO
8/27/2025,36.216.259/0001-17,Xiaomi,14 Ultra,Smartphone,4,5650,146,NAO
8/27/2025,36.216.259/0001-17,Motorola,Edge 50,Smartphone,14,3751,63,SIM
8/27/2025,36.216.259/0001-17,Google,Pixel 9 Pro,Smartphone,18,7290,65,NAO
8/27/2025,36.216.259/0001-17,OnePlus,13 Pro,Smartphone,8,3498,142,NAO
8/27/2025,36.216.259/0001-17,Samsung,Galaxy Tab S9,Tablet,16,8736,68,NAO
8/27/2025,36.216.259/0001-17,Apple,iPad Pro M3,Tablet,14,1645,129,SIM
8/27/2025,36.216.259/0001-17,Samsung,Galaxy Watch 7,Smartwatch,8,4506,145,NAO
8/27/2025,36.216.259/0001-17,Apple,Apple Watch X,Smartwatch,19,3040,37,SIM
8/27/2025,36.216.259/0001-17,JBL,Tune 720BT,Fone de Ouvido,12,4078,65,SIM
8/27/2025,36.216.259/0001-17,Sony,WH-1000XM6,Fone de Ouvido,10,8073,101,NAO
8/27/2025,49.767.539/0001-22,Samsung,Galaxy S25,Smartphone,16,2040,74,NAO
8/27/2025,49.767.539/0001-22,Apple,iPhone 16 Pro,Smartphone,5,1595,49,NAO
8/27/2025,49.767.539/0001-22,OPPO,Find X7,Smartphone,14,1596,49,SIM
8/27/2025,49.767.539/0001-22,Xiaomi,14 Ultra,Smartphone,9,8834,23,SIM
8/27/2025,49.767.539/0001-22,Motorola,Edge 50,Smartphone,11,7874,16,SIM
8/27/2025,49.767.539/0001-22,Google,Pixel 9 Pro,Smartphone,10,4439,69,NAO
8/27/2025,49.767.539/0001-22,OnePlus,13 Pro,Smartphone,10,1676,50,NAO
8/27/2025,49.767.539/0001-22,Samsung,Galaxy Tab S9,Tablet,9,6174,86,NAO
8/27/2025,49.767.539/0001-22,Apple,iPad Pro M3,Tablet,6,1531,13,NAO
8/27/2025,49.767.539/0001-22,Samsung,Galaxy Watch 7,Smartwatch,7,3877,101,NAO
8/27/2025,49.767.539/0001-22,Apple,Apple Watch X,Smartwatch,6,3793,132,NAO
8/27/2025,49.767.539/0001-22,JBL,Tune 720BT,Fone de Ouvido,4,4269,71,NAO
8/27/2025,49.767.539/0001-22,Sony,WH-1000XM6,Fone de Ouvido,5,3382,54,SIM
8/27/2025,70.717.294/0001-57,Samsung,Galaxy S25,Smartphone,7,2273,22,NAO
8/27/2025,70.717.294/0001-57,Apple,iPhone 16 Pro,Smartphone,10,7998,66,NAO
8/27/2025,70.717.294/0001-57,OPPO,Find X7,Smartphone,11,2054,67,NAO
8/27/2025,70.717.294/0001-57,Xiaomi,14 Ultra,Smartphone,14,5413,71,NAO
8/27/2025,70.717.294/0001-57,Motorola,Edge 50,Smartphone,2,5320,34,NAO
8/27/2025,70.717.294/0001-57,Google,Pixel 9 Pro,Smartphone,9,4232,115,NAO
8/27/2025,70.717.294/0001-57,OnePlus,13 Pro,Smartphone,20,2821,94,NAO
8/27/2025,70.717.294/0001-57,Samsung,Galaxy Tab S9,Tablet,13,4427,128,SIM
8/27/2025,70.717.294/0001-57,Apple,iPad Pro M3,Tablet,20,4621,118,NAO
8/27/2025,70.717.294/0001-57,Samsung,Galaxy Watch 7,Smartwatch,9,8261,75,SIM
8/27/2025,70.717.294/0001-57,Apple,Apple Watch X,Smartwatch,20,7848,101,NAO
8/27/2025,70.717.294/0001-57,JBL,Tune 720BT,Fone de Ouvido,4,5778,138,NAO
8/27/2025,70.717.294/0001-57,Sony,WH-1000XM6,Fone de Ouvido,6,7338,67,NAO
8/27/2025,34.172.502/0001-38,Samsung,Galaxy S25,Smartphone,1,2689,103,NAO
8/27/2025,34.172.502/0001-38,Apple,iPhone 16 Pro,Smartphone,13,2589,86,NAO
8/27/2025,34.172.502/0001-38,OPPO,Find X7,Smartphone,8,4428,50,SIM
8/27/2025,34.172.502/0001-38,Xiaomi,14 Ultra,Smartphone,1,3460,56,NAO
8/27/2025,34.172.502/0001-38,Motorola,Edge 50,Smartphone,9,1798,99,NAO
8/27/2025,34.172.502/0001-38,Google,Pixel 9 Pro,Smartphone,17,3285,130,NAO
8/27/2025,34.172.502/0001-38,OnePlus,13 Pro,Smartphone,13,7368,34,SIM
8/27/2025,34.172.502/0001-38,Samsung,Galaxy Tab S9,Tablet,11,3873,147,NAO
8/27/2025,34.172.502/0001-38,Apple,iPad Pro M3,Tablet,6,6145,38,NAO
8/27/2025,34.172.502/0001-38,Samsung,Galaxy Watch 7,Smartwatch,8,4534,146,NAO
8/27/2025,34.172.502/0001-38,Apple,Apple Watch X,Smartwatch,7,7891,103,NAO
8/27/2025,34.172.502/0001-38,JBL,Tune 720BT,Fone de Ouvido,1,8205,107,NAO
8/27/2025,34.172.502/0001-38,Sony,WH-1000XM6,Fone de Ouvido,9,7399,86,NAO
8/27/2025,82.978.940/0001-34,Samsung,Galaxy S25,Smartphone,13,4336,139,SIM
8/27/2025,82.978.940/0001-34,Apple,iPhone 16 Pro,Smartphone,19,4431,31,NAO
8/27/2025,82.978.940/0001-34,OPPO,Find X7,Smartphone,4,2059,136,NAO
8/27/2025,82.978.940/0001-34,Xiaomi,14 Ultra,Smartphone,11,5380,139,NAO
8/27/2025,82.978.940/0001-34,Motorola,Edge 50,Smartphone,5,7976,26,NAO
8/27/2025,82.978.940/0001-34,Google,Pixel 9 Pro,Smartphone,19,3948,10,SIM
8/27/2025,82.978.940/0001-34,OnePlus,13 Pro,Smartphone,15,5250,117,SIM
8/27/2025,82.978.940/0001-34,Samsung,Galaxy Tab S9,Tablet,9,7146,93,NAO
8/27/2025,82.978.940/0001-34,Apple,iPad Pro M3,Tablet,17,3550,50,SIM
8/27/2025,82.978.940/0001-34,Samsung,Galaxy Watch 7,Smartwatch,2,6891,120,NAO
8/27/2025,82.978.940/0001-34,Apple,Apple Watch X,Smartwatch,8,6229,43,NAO
8/27/2025,82.978.940/0001-34,JBL,Tune 720BT,Fone de Ouvido,20,6465,124,NAO
8/27/2025,82.978.940/0001-34,Sony,WH-1000XM6,Fone de Ouvido,10,4633,41,NAO
8/27/2025,93.995.333/0001-64,Samsung,Galaxy S25,Smartphone,18,8148,36,NAO
8/27/2025,93.995.333/0001-64,Apple,iPhone 16 Pro,Smartphone,15,2915,129,NAO
8/27/2025,93.995.333/0001-64,OPPO,Find X7,Smartphone,3,5770,111,NAO
8/27/2025,93.995.333/0001-64,Xiaomi,14 Ultra,Smartphone,5,5833,31,NAO
8/27/2025,93.995.333/0001-64,Motorola,Edge 50,Smartphone,19,5019,75,NAO
8/27/2025,93.995.333/0001-64,Google,Pixel 9 Pro,Smartphone,8,6735,70,NAO
8/27/2025,93.995.333/0001-64,OnePlus,13 Pro,Smartphone,20,5355,42,NAO
8/27/2025,93.995.333/0001-64,Samsung,Galaxy Tab S9,Tablet,3,3748,108,NAO
8/27/2025,93.995.333/0001-64,Apple,iPad Pro M3,Tablet,14,7912,104,NAO
8/27/2025,93.995.333/0001-64,Samsung,Galaxy Watch 7,Smartwatch,5,4233,145,NAO
8/27/2025,93.995.333/0001-64,Apple,Apple Watch X,Smartwatch,11,7810,83,NAO
8/27/2025,93.995.333/0001-64,JBL,Tune 720BT,Fone de Ouvido,9,2417,93,NAO
8/27/2025,93.995.333/0001-64,Sony,WH-1000XM6,Fone de Ouvido,15,2391,16,NAO
8/27/2025,42.354.377/0001-66,Samsung,Galaxy S25,Smartphone,7,7611,63,NAO
8/27/2025,42.354.377/0001-66,Apple,iPhone 16 Pro,Smartphone,10,7244,30,NAO
8/27/2025,42.354.377/0001-66,OPPO,Find X7,Smartphone,17,2611,74,NAO
8/27/2025,42.354.377/0001-66,Xiaomi,14 Ultra,Smartphone,14,8522,100,NAO
8/27/2025,42.354.377/0001-66,Motorola,Edge 50,Smartphone,14,7496,112,NAO
8/27/2025,42.354.377/0001-66,Google,Pixel 9 Pro,Smartphone,6,6220,42,NAO
8/27/2025,42.354.377/0001-66,OnePlus,13 Pro,Smartphone,8,5580,123,NAO
8/27/2025,42.354.377/0001-66,Samsung,Galaxy Tab S9,Tablet,15,2861,23,NAO
8/27/2025,42.354.377/0001-66,Apple,iPad Pro M3,Tablet,7,3731,26,NAO
8/27/2025,42.354.377/0001-66,Samsung,Galaxy Watch 7,Smartwatch,8,3171,85,SIM
8/27/2025,42.354.377/0001-66,Apple,Apple Watch X,Smartwatch,17,4212,129,NAO
8/27/2025,42.354.377/0001-66,JBL,Tune 720BT,Fone de Ouvido,11,3626,77,NAO
8/27/2025,42.354.377/0001-66,Sony,WH-1000XM6,Fone de Ouvido,5,4223,41,NAO
8/27/2025,38.260.360/0001-11,Samsung,Galaxy S25,Smartphone,6,7912,49,NAO
8/27/2025,38.260.360/0001-11,Apple,iPhone 16 Pro,Smartphone,3,5233,123,SIM
8/27/2025,38.260.360/0001-11,OPPO,Find X7,Smartphone,2,3031,14,NAO
8/27/2025,38.260.360/0001-11,Xiaomi,14 Ultra,Smartphone,7,1818,77,NAO
8/27/2025,38.260.360/0001-11,Motorola,Edge 50,Smartphone,1,2996,66,NAO
8/27/2025,38.260.360/0001-11,Google,Pixel 9 Pro,Smartphone,12,8912,137,NAO
8/27/2025,38.260.360/0001-11,OnePlus,13 Pro,Smartphone,1,5456,50,NAO
8/27/2025,38.260.360/0001-11,Samsung,Galaxy Tab S9,Tablet,12,1759,21,SIM
8/27/2025,38.260.360/0001-11,Apple,iPad Pro M3,Tablet,16,8956,68,SIM
8/27/2025,38.260.360/0001-11,Samsung,Galaxy Watch 7,Smartwatch,10,4665,118,SIM
8/27/2025,38.260.360/0001-11,Apple,Apple Watch X,Smartwatch,20,7360,89,NAO
8/27/2025,38.260.360/0001-11,JBL,Tune 720BT,Fone de Ouvido,8,6560,119,NAO
8/27/2025,38.260.360/0001-11,Sony,WH-1000XM6,Fone de Ouvido,10,3372,131,NAO
8/27/2025,58.921.136/0001-48,Samsung,Galaxy S25,Smartphone,14,6190,149,NAO
8/27/2025,58.921.136/0001-48,Apple,iPhone 16 Pro,Smartphone,4,6158,23,NAO
8/27/2025,58.921.136/0001-48,OPPO,Find X7,Smartphone,1,2196,115,NAO
8/27/2025,58.921.136/0001-48,Xiaomi,14 Ultra,Smartphone,18,7115,29,NAO
8/27/2025,58.921.136/0001-48,Motorola,Edge 50,Smartphone,4,3291,66,SIM
8/27/2025,58.921.136/0001-48,Google,Pixel 9 Pro,Smartphone,6,5587,17,NAO
8/27/2025,58.921.136/0001-48,OnePlus,13 Pro,Smartphone,18,7215,83,NAO
8/27/2025,58.921.136/0001-48,Samsung,Galaxy Tab S9,Tablet,18,8430,20,NAO
8/27/2025,58.921.136/0001-48,Apple,iPad Pro M3,Tablet,11,5081,26,NAO
8/27/2025,58.921.136/0001-48,Samsung,Galaxy Watch 7,Smartwatch,7,8646,72,SIM
8/27/2025,58.921.136/0001-48,Apple,Apple Watch X,Smartwatch,2,5174,54,NAO
8/27/2025,58.921.136/0001-48,JBL,Tune 720BT,Fone de Ouvido,9,1766,47,NAO
8/27/2025,58.921.136/0001-48,Sony,WH-1000XM6,Fone de Ouvido,16,8767,118,NAO
8/27/2025,62.961.372/0001-82,Samsung,Galaxy S25,Smartphone,7,4651,83,NAO
8/27/2025,62.961.372/0001-82,Apple,iPhone 16 Pro,Smartphone,16,4815,37,NAO
8/27/2025,62.961.372/0001-82,OPPO,Find X7,Smartphone,7,7827,135,NAO
8/27/2025,62.961.372/0001-82,Xiaomi,14 Ultra,Smartphone,1,7826,144,NAO
8/27/2025,62.961.372/0001-82,Motorola,Edge 50,Smartphone,9,6384,46,NAO
8/27/2025,62.961.372/0001-82,Google,Pixel 9 Pro,Smartphone,9,7602,39,NAO
